source_id,split,label,image_path,domain,role,license,original_label,metadata_json
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-001.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-002.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-003.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-004.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-005.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-005"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,wildfire,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\wf-006.jpg,citizen_photo,smoke_test,internal,wildfire,"{""id"": ""wf-006"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-001.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-002.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-003.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-004.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-005.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-005"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,flood,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\fl-006.jpg,citizen_photo,smoke_test,internal,flood,"{""id"": ""fl-006"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,earthquake,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\eq-001.jpg,citizen_photo,smoke_test,internal,earthquake,"{""id"": ""eq-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,earthquake,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\eq-002.jpg,citizen_photo,smoke_test,internal,earthquake,"{""id"": ""eq-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,earthquake,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\eq-003.jpg,citizen_photo,smoke_test,internal,earthquake,"{""id"": ""eq-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,earthquake,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\eq-004.jpg,citizen_photo,smoke_test,internal,earthquake,"{""id"": ""eq-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-001.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-002.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-003.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-004.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-005.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-005"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,storm,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\st-006.jpg,citizen_photo,smoke_test,internal,storm,"{""id"": ""st-006"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,landslide,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\ls-001.jpg,citizen_photo,smoke_test,internal,landslide,"{""id"": ""ls-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,landslide,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\ls-002.jpg,citizen_photo,smoke_test,internal,landslide,"{""id"": ""ls-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,landslide,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\ls-003.jpg,citizen_photo,smoke_test,internal,landslide,"{""id"": ""ls-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,landslide,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\ls-004.jpg,citizen_photo,smoke_test,internal,landslide,"{""id"": ""ls-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,drought,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\dr-001.jpg,citizen_photo,smoke_test,internal,drought,"{""id"": ""dr-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,drought,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\dr-002.jpg,citizen_photo,smoke_test,internal,drought,"{""id"": ""dr-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,drought,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\dr-003.jpg,citizen_photo,smoke_test,internal,drought,"{""id"": ""dr-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,drought,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\dr-004.jpg,citizen_photo,smoke_test,internal,drought,"{""id"": ""dr-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,structural_damage,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sd-001.jpg,citizen_photo,smoke_test,internal,structural_damage,"{""id"": ""sd-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,structural_damage,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sd-002.jpg,citizen_photo,smoke_test,internal,structural_damage,"{""id"": ""sd-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,structural_damage,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sd-003.jpg,citizen_photo,smoke_test,internal,structural_damage,"{""id"": ""sd-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,structural_damage,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sd-004.jpg,citizen_photo,smoke_test,internal,structural_damage,"{""id"": ""sd-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,heatwave,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\hw-001.jpg,citizen_photo,smoke_test,internal,heatwave,"{""id"": ""hw-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,heatwave,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\hw-002.jpg,citizen_photo,smoke_test,internal,heatwave,"{""id"": ""hw-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-001.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-001"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-002.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-002"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-003.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-003"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-004.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-004"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-005.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-005"", ""source_type"": ""benchmark_json"", ""notes"": null}"
aegis_benchmark,benchmark,safe,E:\aegis-v6-fullstack\aegis-v6\server\uploads\chat\benchmark\sf-006.jpg,citizen_photo,smoke_test,internal,safe,"{""id"": ""sf-006"", ""source_type"": ""benchmark_json"", ""notes"": null}"
